Label TC,Pinyin,Translation,Name TC,Name EN,Others TC,Others EN,Other Possibilities,Region,Category,Sights,Voyages,Source URL,Wiki EN,Wiki ZH,LOC URL,Page,x,y,lat,lng,Kamal Angle,geometry.type,type
占臘港,Zhànlàgǎng,Khmer Anchorage,,Soài Rạp River,,,,Vietnam,water body,,,http://www.world10k.com/blog/?p=1395,https://en.wikipedia.org/wiki/So%C3%A0i_R%E1%BA%A1p,,https://loc.gov/resource/g7821rm.gct00058/?sp=11,22,50452,473,10.7317,106.7560,,Point,Feature
占浦山,Zhànpǔshān,Cham Shore Mountain,,Nui Chau Vien,,,,Vietnam,mountain,,,http://www.world10k.com/blog/?p=1396,https://mapcarta.com/15516906,,https://loc.gov/resource/g7821rm.gct00058/?sp=11,22,50411,1516,10.4123,107.2409,,Point,Feature
竹嶼,Zhúyǔ,Bamboo Island,巴島,Hòn Bà,,"Petite-Condore, Little Côn Lôn Island, Phú Sơn",,Vietnam,island,,,http://www.world10k.com/blog/?p=1412,https://en.wikipedia.org/wiki/H%C3%B2n_B%C3%A0,,https://loc.gov/resource/g7821rm.gct00058/?sp=11,22,50290,2515,8.6489,106.5565,,Point,Feature
八開港,Bākāigǎng,[transliteration of Vaico] Anchorage,汛苦河,Vàm Cỏ River,,Vaico River,,Vietnam,water body,,,http://www.world10k.com/blog/?p=1078,https://en.wikipedia.org/wiki/V%C3%A0m_C%E1%BB%8F,,https://loc.gov/resource/g7821rm.gct00058/?sp=11,22,50232,675,10.4861,106.7194,,Point,Feature
銅鼓山,Tónggǔshān,Copper Drum Mountain,,Mount Asuansang,,,,Indonesia,mountain,,,http://www.world10k.com/blog/?p=1333,https://sv.linkfang.org/wiki/Gunung_Asuansang,,https://loc.gov/resource/g7821rm.gct00058/?sp=11,22,50132,3503,1.8222,109.4844,,Point,Feature
大橫,Dàhéng,Big Traverse,土珠島,Thổ Chu Island,,"đảo Thổ Châu, Poulo Panjang, Pulo Panjang",,Vietnam,island,,,http://www.world10k.com/blog/?p=1120,https://en.wikipedia.org/wiki/Th%E1%BB%95_Chu_Island,https://zh.wikipedia.org/wiki/%E5%9C%9F%E7%8F%A0%E5%B3%B6,https://loc.gov/resource/g7821rm.gct00058/?sp=11,22,50108,2571,9.3000,103.4833,,Point,Feature
佛山,Fúshān,Buddha Mountain,頭頓,Vũng Tàu,城庯淎艚,"Cap Saint-Jacques, Cap Xanh Giac",,Vietnam,peninsula,,,http://www.world10k.com/blog/?p=1154,https://en.wikipedia.org/wiki/V%C5%A9ng_T%C3%A0u,https://zh.wikipedia.org/wiki/%E9%A0%AD%E9%A0%93%E5%B8%82,https://loc.gov/resource/g7821rm.gct00058/?sp=11,22,50066,1478,10.3645,107.0676,,Point,Feature
占臘國,Zhànlàguó,[transliteration from Khmer],真臘,Cambodia & Southern Vietnam,,"Chenla, Khmer Empire",,Vietnam,area,,,http://www.world10k.com/blog/?p=1395,https://en.wikipedia.org/wiki/Chenla,https://zh.wikipedia.org/wiki/%E7%9C%9F%E8%85%8A,https://loc.gov/resource/g7821rm.gct00058/?sp=11,22,49861,346,13.4125,103.8667,,Point,Feature
小橫,Xiǎohéng,Small Traverse,威島,Koh Poulo Wai,,Wai Islands,,Cambodia,island,,,http://www.world10k.com/blog/?p=1363,https://en.wikipedia.org/wiki/Koh_Poulo_Wai,https://zh.wikipedia.org/wiki/%E5%A8%81%E5%B2%9B,https://loc.gov/resource/g7821rm.gct00058/?sp=11,22,49830,2423,9.9167,102.9000,,Point,Feature
真嶼,Zhēnyǔ,True (Obi) Island,薯島,Hòn Khoai,奧比島、快島,"Obi Island, Pulo Ubi",,Vietnam,island,,,http://www.world10k.com/blog/?p=1402,https://en.wikipedia.org/wiki/Hon_Khoai,,https://loc.gov/resource/g7821rm.gct00058/?sp=11,22,49766,2102,8.4333,104.8333,,Point,Feature
小崑崙,Xiǎokūnlún,Small [transliteration from Vietnamese],大小蛋島,Trứng Lớn and Trứng Nhỏ Islands,兩兄弟,"Les Frères, The Brothers, Anh and Em Islands",,Vietnam,island,,,http://www.world10k.com/blog/?p=1364,https://en.wikipedia.org/wiki/C%C3%B4n_%C4%90%E1%BA%A3o#List_of_islands,https://zh.wikipedia.org/wiki/%E6%98%86%E4%BB%91%E7%BE%A4%E5%B2%9B,https://loc.gov/resource/g7821rm.gct00058/?sp=11,22,49595,2335,8.5934,106.1215,,Point,Feature
假嶼,Jiǎyǔ,False (Obi) Island,塞奧比島,Hòn Chuối,,"False Obi Island, Fausse Obi",,Vietnam,island,,,http://www.world10k.com/blog/?p=1188,https://vi.wikipedia.org/wiki/H%C3%B2n_Chu%E1%BB%91i,,https://loc.gov/resource/g7821rm.gct00058/?sp=11,22,49582,1970,8.9483,104.5255,,Point,Feature
萬年嶼,Wànniányǔ,Ten Thousand Year Island,坤甸,Pontianak,,,,Indonesia,town,,,http://www.world10k.com/blog/?p=1340,https://en.wikipedia.org/wiki/Pontianak,https://zh.wikipedia.org/wiki/%E5%9D%A4%E7%94%B8,https://loc.gov/resource/g7821rm.gct00058/?sp=11,22,49536,3177,-0.024768,109.341456,,Point,Feature
竹里木,Zhúlǐmù,[derived from full name in Khmer],金边,Phnom Penh,,"Krong Chaktomuk Serimongkul, Chidor-muc",,Cambodia,town,,,http://www.world10k.com/blog/?p=1412,https://en.wikipedia.org/wiki/Phnom_Penh,https://zh.wikipedia.org/wiki/%E9%87%91%E8%BE%B9,https://loc.gov/resource/g7821rm.gct00058/?sp=11,22,49456,1128,11.5694,104.9211,,Point,Feature
象坎,Xiàngkǎn,Elephant Ridge,閣昌島,Koh Chang,,,Phu Quoc [Mills 276],Thailand,island,,,http://www.world10k.com/blog/?p=1361,https://en.wikipedia.org/wiki/Ko_Chang_District,https://zh.wikipedia.org/wiki/%E9%98%81%E6%98%8C%E5%B2%9B,https://loc.gov/resource/g7821rm.gct00058/?sp=11,22,49426,2114,12.1036,102.3519,,Point,Feature
奶門,Nǎimén,Milky Channel,薩梅散島,Samae San Island,,,Koh Rong Sam Lem Island [Mills 276],Thailand,island,,,http://www.world10k.com/blog/?p=1263,https://en.wikipedia.org/wiki/Samae_San_Island,,https://loc.gov/resource/g7821rm.gct00058/?sp=11,22,49196,2094,12.5881,100.9464,,Point,Feature
小士闌,Xiǎoshìlán,Small Scholar Railing,庫特島,Ko Tao Mo,,Kut Island,,Thailand,island,,,http://www.world10k.com/blog/?p=1363,https://en.wikipedia.org/wiki/Sattahip_Bay,,https://loc.gov/resource/g7821rm.gct00058/?sp=11,22,48962,2098,12.6382,100.8700,,Point,Feature
占賁港,Zhànbìgǎng,[transliteration from Thai],庄他武里府,Chantaburi,,,,Thailand,town,,,http://www.world10k.com/blog/?p=1396,https://en.wikipedia.org/wiki/Chanthaburi,https://zh.wikipedia.org/wiki/%E5%BA%84%E4%BB%96%E6%AD%A6%E9%87%8C,https://loc.gov/resource/g7821rm.gct00058/?sp=11,22,48925,1310,12.5210,102.0717,,Point,Feature
大士闌,Dàshìlán,Big Scholar Railing,古蘭島,Ko Khram,,,Ko Chang [Mills 276],Thailand,island,,,http://www.world10k.com/blog/?p=1120,https://en.wikipedia.org/wiki/Ko_Khram,,https://loc.gov/resource/g7821rm.gct00058/?sp=11,22,48684,2098,12.7000,100.7833,,Point,Feature
角圓山,Jiǎoyuánshān,Pointed Round Mountain,恰毛山,Khao Chamao,,,Khao Sattahip Hill [Mills 276],Thailand,mountain,,,http://www.world10k.com/blog/?p=1199,https://en.wikipedia.org/wiki/Khao_Chamao%E2%80%93Khao_Wong_National_Park,,https://loc.gov/resource/g7821rm.gct00058/?sp=11,22,48550,1484,12.9500,101.7400,,Point,Feature
暹羅國,Xiānluóguó,[transliteration of Siam and Lahu Kingdoms],阿瑜陀耶,Ayutthaya,,Siam,,Thailand,area,,"2,3,6,7",http://www.world10k.com/blog/?p=1360,https://en.wikipedia.org/wiki/Ayutthaya_Kingdom,https://zh.wikipedia.org/wiki/%E9%98%BF%E7%91%9C%E9%99%80%E8%80%B6%E5%8F%A4%E5%9F%8E,https://loc.gov/resource/g7821rm.gct00058/?sp=12,23,48161,1508,14.3504,100.5569,,Point,Feature
竹嶼,Zhúyǔ,Bamboo Island,閣西昌島,Ko Sichang,竹篙嶼,,near Maenam Phet Buri [Mills 276],Thailand,island,,,http://www.world10k.com/blog/?p=1412,https://en.wikipedia.org/wiki/Ko_Sichang_District,https://zh.wikipedia.org/wiki/%E9%96%A3%E8%A5%BF%E6%98%8C%E5%B3%B6,https://loc.gov/resource/g7821rm.gct00058/?sp=12,23,48161,2098,13.1529,100.8088,,,
十二子山,Shíèrzishān,Twelve Boys Islands,帕內邦岸,Pulau Penebangan,,,Burung Kepulauan [Mills 280],Indonesia,island,,,http://www.world10k.com/blog/?p=1309,,,https://loc.gov/resource/g7821rm.gct00058/?sp=12,23,47456,2818,-1.2165,109.2438,,Point,Feature
假里馬達 (假里馬答),Jiǎlǐmǎdá,[transliteration from Bahasa],卡里馬塔群島,Karimata Islands,,,,Indonesia,island,,,http://www.world10k.com/blog/?p=1188,https://en.wikipedia.org/wiki/Karimata_Islands,,https://loc.gov/resource/g7821rm.gct00058/?sp=12,23,47057,2654,-1.6167,108.8833,,Point,Feature
筆架山,Bǐjiàshān,Pen Rack Mountain,沙姆洛越山,Khao Sam Roi Yot,,or Ko Khram?,,Thailand,mountain,,,http://www.world10k.com/blog/?p=1097,https://en.wikipedia.org/wiki/Khao_Sam_Roi_Yot_National_Park,,https://loc.gov/resource/g7821rm.gct00058/?sp=12,23,46843,556,12.1825,99.9483,,Point,Feature
黎頭山,Lítóushān,Dark Head Island,小珊瑚島,Ko Lan,,,Ploughshare Mountain - Khao Takiap headland [Mills 276],Thailand,island,,,http://www.world10k.com/blog/?p=1219,https://en.wikipedia.org/wiki/Ko_Lan,https://zh.wikipedia.org/wiki/%E5%B0%8F%E7%8F%8A%E7%91%9A%E5%B3%B6,https://loc.gov/resource/g7821rm.gct00058/?sp=12,23,46791,978,12.9158,100.7775,,Point,Feature
犀角山,Xījiǎoshān,Rhino Horn Mountain,,Laem Phak Bia,,Chulai Point,Ko Satakut [Mills 276],Thailand,peninsula,,,http://www.world10k.com/blog/?p=1357,https://en.wikipedia.org/wiki/Laem_Phak_Bia,,https://loc.gov/resource/g7821rm.gct00058/?sp=12,23,46701,1440,13.0589,100.1047,,Point,Feature
交闌山 (交欄山),Jiāolánshān,Crossed Fence Island,格蘭島,Gelam Island,,,,Indonesia,island,,,http://www.world10k.com/blog/?p=1195,https://books.google.com.hk/books?id=_OhNAQAAMAAJ&pg=PA250,,https://loc.gov/resource/g7821rm.gct00058/?sp=12,23,46353,3557,-2.8833,110.1667,,Point,Feature
出蘇木,chūsūmù,produces sappanwood,,,,,,Thailand,descriptor,,,,https://en.wikipedia.org/wiki/Biancaea_sappan,https://zh.wikipedia.org/wiki/%E8%8B%8F%E6%9C%A8_(%E6%A4%8D%E7%89%A9),https://loc.gov/resource/g7821rm.gct00058/?sp=12,23,46317,338,,,,Point,Feature
赤坎,Chìkǎn,Red Ridge,,Khao Lom Muak,,Ko Lam,,Thailand,island,,,http://www.world10k.com/blog/?p=1112,https://en.wikipedia.org/wiki/Prachuap_Bay,,https://loc.gov/resource/g7821rm.gct00058/?sp=12,24,45435,838,11.7858,99.8165,,Point,Feature
吉利悶,Jílìmèn,[transliteration from Bahasa],卡里摩爪哇群島,"Karimunjawa, Karimun",,,,Indonesia,island,,,http://www.world10k.com/blog/?p=1179,https://en.wikipedia.org/wiki/Karimunjawa,,https://loc.gov/resource/g7821rm.gct00058/?sp=12,24,45259,2498,-5.8192,110.4590,,Point,Feature
馬鞍山,Mǎ'ānshān,Horse Saddle Island,閣道島,Ko Tao,,,,Thailand,island,,,http://www.world10k.com/blog/?p=1235,https://en.wikipedia.org/wiki/Ko_Tao,https://zh.wikipedia.org/wiki/%E9%96%A3%E9%81%93%E5%B3%B6,https://loc.gov/resource/g7821rm.gct00058/?sp=12,24,45239,1354,10.0900,99.8381,,Point,Feature
佛山,Fúshān,Buddha Island,,Ko Wiang,,Iang Island,,Thailand,island,,,http://www.world10k.com/blog/?p=1154,https://thaiislandtimes.substack.com/p/ko-wiang-a-rugged-karst-island-in,,https://loc.gov/resource/g7821rm.gct00058/?sp=12,24,44925,886,10.8479,99.4812,,Point,Feature
石班洲,Shíbānzhōu,Stone Class Province,閣帕岸島,Ko Pha-ngan,,,,Thailand,island,,,http://www.world10k.com/blog/?p=1310,https://en.wikipedia.org/wiki/Ko_Pha-ngan,https://zh.wikipedia.org/wiki/%E9%96%A3%E5%B8%95%E5%B2%B8%E5%B3%B6,https://loc.gov/resource/g7821rm.gct00058/?sp=12,24,44784,1456,9.7500,100.0333,,Point,Feature
海門山,Hǎiménshān,Sea Gate Island,閣沙梅島,Ko Samui,,,,Thailand,island,,,http://www.world10k.com/blog/?p=1169,https://en.wikipedia.org/wiki/Ko_Samui,https://zh.wikipedia.org/wiki/%E9%98%81%E6%B2%99%E6%A2%85%E5%B2%9B_(%E7%B4%A0%E5%8F%BB%E4%BB%96%E5%B0%BC%E5%BA%9C),https://loc.gov/resource/g7821rm.gct00058/?sp=12,24,44172,1240,9.5000,100.0000,,Point,Feature
爪哇國,Zhǎowāguó,[transliteration from Bahasa],爪哇島,Java Island,,,,Indonesia,island,,"1,2,3,4,5,7",https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA281,https://en.wikipedia.org/wiki/Java,https://zh.wikipedia.org/wiki/%E7%88%AA%E5%93%87%E5%B2%9B,https://loc.gov/resource/g7821rm.gct00058/?sp=12,24,43717,3509,-7.247198,112.738706,,Point,Feature
玳瑁嶼,Dàimàoyǔ,Hawksbill Turtle Island,克拉島,Ko Kra,,,,Thailand,island,,,http://www.world10k.com/blog/?p=1127,https://en.wikipedia.org/wiki/Ko_Kra,,https://loc.gov/resource/g7821rm.gct00058/?sp=12,24,43448,1068,8.3969,100.7369,,Point,Feature
眾不淺,Zhòngbùqiǎn,Many Not Shallows,,Laem Talumphuk,,,Hlaem Kolam [Mills 277],Thailand,descriptor,,,http://www.world10k.com/blog/?p=1407,https://en.wikipedia.org/wiki/Pak_Phanang_District,,https://loc.gov/resource/g7821rm.gct00058/?sp=12,24,43336,648,8.5179,100.1373,,Point,Feature
大小姨山,Dàxiǎoyíshān,Big and Small Aunt Islands,桑吉昂島,Sangiang,,,,Indonesia,island,,,http://www.world10k.com/blog/?p=1124,https://en.wikipedia.org/wiki/Sangiang,https://zh.wikipedia.org/wiki/%E6%A1%91%E5%90%89%E6%98%82%E5%B3%B6,https://loc.gov/resource/g7821rm.gct00058/?sp=13,25,42926,3668,-5.9558,105.8550,,Point,Feature
石礁,Shíjiāo,rocky reef,在今印度尼西亞的勿里洞（Billiton）島東面，今地不詳,east of Billiton,,,,Indonesia,descriptor,,,http://www.world10k.com/blog/?p=1310,,,https://loc.gov/resource/g7821rm.gct00058/?sp=13,25,42888,2311,,,,Point,Feature
孫姑那,Sūngūnà,[transliteration from Thai],宋卡,Songkhla,,,,Thailand,town,,,http://www.world10k.com/blog/?p=1323,https://en.wikipedia.org/wiki/Songkhla,https://zh.wikipedia.org/wiki/%E5%AE%8B%E5%8D%A1%E5%BA%9CC,https://loc.gov/resource/g7821rm.gct00058/?sp=13,25,42680,576,7.2061,100.5967,,Point,Feature
貓鼠嶼,Māoshǔyǔ,Cat & Mouse Island,,Ko Maew & Ko Nu,,Cat & Mouse Island,,Thailand,island,,,http://www.world10k.com/blog/?p=1246,https://en.wikipedia.org/wiki/Songkhla_Province#Geography,https://zh.wikipedia.org/wiki/%E5%AE%8B%E5%8D%A1%E5%BA%9C,https://loc.gov/resource/g7821rm.gct00058/?sp=13,25,42584,1110,7.2363,100.5966,,Point,Feature
麻里束 (麻里東),Málǐshù (Málǐdōng),[transliteration from Bahasa],勿里洞,Belitung Island,,Billiton Island,,Indonesia,island,,,http://www.world10k.com/blog/?p=1239,https://en.wikipedia.org/wiki/Belitung,https://zh.wikipedia.org/wiki/%E5%8B%BF%E9%87%8C%E6%B4%9E%E5%B2%9B,https://loc.gov/resource/g7821rm.gct00058/?sp=13,25,42552,2091,-2.8333,107.9167,,Point,Feature
麻剌哇嶼,Máláwayǔ,Spicy Obstinant Wow Island,克巴都島,Pulau Kebatu,,,,Indonesia,island,,,http://www.world10k.com/blog/?p=1241,https://sv.wikipedia.org/wiki/Pulau_Kebatu,,https://loc.gov/resource/g7821rm.gct00058/?sp=13,25,42524,2569,-3.8000,108.0667,,Point,Feature
硫黃嶼,Liúhuángyǔ,Sulphur Island,喀拉喀托火山,Krakatoa,,,,Indonesia,island,,,http://www.world10k.com/blog/?p=1225,https://en.wikipedia.org/wiki/Krakatoa,https://zh.wikipedia.org/wiki/%E5%96%80%E6%8B%89%E5%96%80%E6%89%98%E7%81%AB%E5%B1%B1,https://loc.gov/resource/g7821rm.gct00058/?sp=13,25,42481,3664,-6.1458,105.4401,,Point,Feature
狼西加,Lángxījiā,[transliteration from Tamil],狼牙脩,Langkasuka Kingdom,北大年,Pattani,,Thailand,town,,,http://www.world10k.com/blog/?p=1216,https://en.wikipedia.org/wiki/Langkasuka,https://zh.wikipedia.org/wiki/%E7%8B%BC%E7%89%99%E8%84%A9,https://loc.gov/resource/g7821rm.gct00058/?sp=13,25,42324,620,6.7603,101.2933,,Point,Feature
昆下池港,Kūnxiàchígǎng,Lower Stream of Kun Anchorage,北大年,Pattani River,,,,Thailand,water body,,,http://www.world10k.com/blog/?p=1213,https://en.wikipedia.org/wiki/Pattani_River,,https://loc.gov/resource/g7821rm.gct00058/?sp=13,25,42211,477,6.9002,101.2469,,Point,Feature
砂淺出水,shāqiǎnchūshuǐ,above-water sand shoals,門達瑙島,Mendanau Island,,Pulau Mendanau,,Indonesia,island,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA284,https://en.wikipedia.org/wiki/Mendanau_Island,,https://loc.gov/resource/g7821rm.gct00058/?sp=13,25,42132,2214,-2.8767,107.4207,,Point,Feature
担嶼,Dānyǔ,Burden Island,在今印度尼西亞巽他（Sunda）海峽，一說即蘇門答臘島東南岸外的Sumur島。,Sumur Islands,,,,Indonesia,island,,,http://www.world10k.com/blog/?p=1130,https://en.wikipedia.org/wiki/Sunda_Strait,https://zh.wikipedia.org/wiki/%E5%B7%BD%E4%BB%96%E6%B5%B7%E5%B3%A1,https://loc.gov/resource/g7821rm.gct00058/?sp=13,25,42090,3564,-5.8714,105.7748,,Point,Feature
出降真,chūjiàngzhēn,produces lakawood,,,,,,Thailand,descriptor,,,,https://en.wikipedia.org/wiki/Acronychia_pedunculata,https://zh-yue.wikipedia.org/wiki/%E9%99%8D%E7%9C%9F%E9%A6%99,https://loc.gov/resource/g7821rm.gct00058/?sp=13,25,42073,502,,,,Point,Feature
烟墩嶼 (煙燉嶼),Yāndūnyǔ (Yāndùnyǔ),Smoky Stewed Island,,Pulau Susu Dara,,,,Malaysia,island,,,http://www.world10k.com/blog/?p=1379,https://ceb.wikipedia.org/wiki/Pulau_Susu_Dara,,https://loc.gov/resource/g7821rm.gct00058/?sp=13,25,42066,1380,5.9593,102.6639,,Point,Feature
馬鞍山,Mǎ'ānshān,Horse Saddle Island,塞爾通島,Pulau Sertung,,Verlaten Island,,Indonesia,island,,,http://www.world10k.com/blog/?p=1235,https://en.wikipedia.org/wiki/Verlaten_Island,,https://loc.gov/resource/g7821rm.gct00058/?sp=13,25,41969,4004,-6.0905,105.3811,,Point,Feature
昆下池,Kūnxiàchí,Lower Stream of Kun,,Pattani Bay,,,,Thailand,water body,,,http://www.world10k.com/blog/?p=1213,"https://ceb.wikipedia.org/wiki/Laem_Pho_(punta_sa_Thayland,_Changwat_Pattani)",,https://loc.gov/resource/g7821rm.gct00058/?sp=13,25,41823,1066,6.9082,101.2841,,Point,Feature
鬼嶼,Guǐyǔ,Ghost Island,塞蘭島,Pulau Seram,,"Gezusters, The Sisters",,Indonesia,island,,,http://www.world10k.com/blog/?p=1168,https://sv.wikipedia.org/wiki/Seram_(%C3%B6ar),,https://loc.gov/resource/g7821rm.gct00058/?sp=13,25,41806,3370,-5.7410,105.8096,,Point,Feature
攬邦港,Lǎnbānggǎng,[transliteration] + anchorage,楠榜省,Lampung Bay,,,,Indonesia,water body,,,http://www.world10k.com/blog/?p=1215,https://en.wikipedia.org/wiki/Lampung,https://zh.wikipedia.org/wiki/%E6%A5%A0%E6%A6%9C%E7%9C%81,https://loc.gov/resource/g7821rm.gct00058/?sp=13,25,41802,3858,-5.6667,105.3000,,,
西港,Xīgǎng,[transliteration from Thai],賽武里縣,Sai Buri,,,,Thailand,town,,,http://www.world10k.com/blog/?p=1355,https://en.wikipedia.org/wiki/Sai_Buri_District,https://zh.wikipedia.org/wiki/%E8%B5%9B%E6%AD%A6%E9%87%8C%E5%8E%BF,https://loc.gov/resource/g7821rm.gct00058/?sp=13,25,41752,776,6.7014,101.6175,,Point,Feature
三角嶼,Sānjiǎoyǔ,Triangle Island,大停泊島,Greater Perhentian Island,,Pulau Perhentian Besar,,Malaysia,island,,,http://www.world10k.com/blog/?p=12977,https://en.wikipedia.org/wiki/Perhentian_Islands,https://zh.wikipedia.org/wiki/%E5%81%9C%E6%B3%8A%E7%BE%A4%E5%B2%9B,https://loc.gov/resource/g7821rm.gct00058/?sp=13,25,41617,1423,5.9033,102.7555,,Point,Feature
竹嶼,Zhúyǔ,Bamboo Island,,Pulau Mundu,,,,Indonesia,island,,,http://www.world10k.com/blog/?p=1412,https://sv.wikipedia.org/wiki/Pulau_Mundu,,https://loc.gov/resource/g7821rm.gct00058/?sp=13,25,41616,3198,-5.6800,105.8378,,Point,Feature
涼傘礁,Liángsǎnjiāo,Parasol Reef,,Dapoer Island,,,,Indonesia,island,,,http://www.world10k.com/blog/?p=1222,https://sv.wikipedia.org/wiki/Pulau_Labun,,https://loc.gov/resource/g7821rm.gct00058/?sp=13,25,41574,2548,-3.1315,106.5152,,Point,Feature
三麥嶼,Sānmàiyǔ,Three Wheat Island,,Pulau Maspari,,,,Indonesia,island,,,http://www.world10k.com/blog/?p=1297,https://sv.wikipedia.org/wiki/Pulau_Maspari,,https://loc.gov/resource/g7821rm.gct00058/?sp=13,25,41538,2860,-3.2167,106.2167,,Point,Feature
出降香,Chūjiàngxiāng,produces lakawood,,,,,,Malaysia,descriptor,,,,https://en.wikipedia.org/wiki/Acronychia_pedunculata,https://zh-yue.wikipedia.org/wiki/%E9%99%8D%E7%9C%9F%E9%A6%99,https://loc.gov/resource/g7821rm.gct00058/?sp=13,25,41535,720,,,,Point,Feature
古闌丹港,Gǔlándāngǎng,[transliteration from Bahasa],吉蘭丹河,Sungei Kelantan Estuary,,,,Malaysia,water body,,4,http://www.world10k.com/blog/?p=1166,https://en.wikipedia.org/wiki/Kelantan_River,https://zh.wikipedia.org/wiki/%E5%90%89%E5%85%B0%E4%B8%B9%E6%B2%B3,https://loc.gov/resource/g7821rm.gct00058/?sp=13,25,41433,339,6.1340,102.2325,,Point,Feature
石山,Shíshān,Stone Island,浪中島,Lang Tengah Island,,,,Malaysia,island,,,http://www.world10k.com/blog/?p=1310,https://en.wikipedia.org/wiki/Lang_Tengah_Island,https://zh.wikipedia.org/wiki/%E6%B5%AA%E4%B8%AD%E5%B2%9B,https://loc.gov/resource/g7821rm.gct00058/?sp=13,25,41297,1010,5.7833,102.8833,,Point,Feature
羊嶼,Yángyǔ,Sheep Island,熱浪島,Redang Island,,,,Malaysia,island,,,http://www.world10k.com/blog/?p=1380,https://en.wikipedia.org/wiki/Redang_Island,https://zh.wikipedia.org/wiki/%E7%83%AD%E6%B5%AA%E5%B2%9B,https://loc.gov/resource/g7821rm.gct00058/?sp=13,25,41291,1422,5.7750,103.0150,,Point,Feature
都魯把汪 (都魯把旺),Dōulǔbǎwāng (Dōulǔbǎwàng),[transliteration from Bahasa],圖朗巴旺,Tulang Bawang,,,,Indonesia,town,,,http://www.world10k.com/blog/?p=1144,https://en.wikipedia.org/wiki/Tulang_Bawang_Regency,,https://loc.gov/resource/g7821rm.gct00058/?sp=13,25,41274,3634,-4.4052,105.8442,,Point,Feature
龜嶼,Guīyǔ,Turtle Island,,Tanjung Tua,,,,Indonesia,peninsula,,,http://www.world10k.com/blog/?p=1168,"https://id.wikipedia.org/wiki/Bakauheni,_Bakauheni,_Lampung_Selatan",,https://loc.gov/resource/g7821rm.gct00058/?sp=13,25,41258,3068,-5.9063,105.7172,,Point,Feature
角員,Jiǎoyuán,Corner Member,比農島,Bidong Island,,Pulau Bidong Laut,,Malaysia,island,,,http://www.world10k.com/blog/?p=1199,https://en.wikipedia.org/wiki/Bidong_Island,https://zh.wikipedia.org/wiki/%E6%AF%94%E5%86%9C%E5%B2%9B,https://loc.gov/resource/g7821rm.gct00058/?sp=13,25,40933,1384,5.6193,103.0639,,Point,Feature
狹門,Xiámén,Narrow Gate,邦加海峽,Bangka Strait,,,,Indonesia,water body,,,http://www.world10k.com/blog/?p=1359,https://en.wikipedia.org/wiki/Bangka_Strait,https://zh.wikipedia.org/wiki/%E9%82%A6%E5%8A%A0%E6%B5%B7%E5%B3%BD,https://loc.gov/resource/g7821rm.gct00058/?sp=13,25,40697,3491,-2.6600,105.8284,,Point,Feature
吉貝嶼,Jíbèiyǔ,[transliteration from Bahasa],木棉島,Pulau Kapak,綿花嶼、士員嶼,Pulau Karah,,Malaysia,island,,,http://www.world10k.com/blog/?p=1178,https://ceb.m.wikipedia.org/wiki/Pulau_Karah,,https://loc.gov/resource/g7821rm.gct00058/?sp=13,25,40675,1050,5.5977,103.0645,,Point,Feature
丁加下路 (丁家廬),Dīngjiāxiàlù (Dīngjiālú),[transliteration from Bahasa],瓜拉登嘉樓,Kuala Trengganu,,,,Malaysia,town,,,http://www.world10k.com/blog/?p=1137,https://en.wikipedia.org/wiki/Kuala_Terengganu,https://zh.wikipedia.org/wiki/%E7%93%9C%E6%8B%89%E7%99%BB%E5%98%89%E6%A5%BC,https://loc.gov/resource/g7821rm.gct00058/?sp=13,25,40653,688,5.3292,103.1361,,Point,Feature
斗嶼,Dòuyǔ,Fight Island,天鹅岛,Tenggol Island,,,,Malaysia,island,,,http://www.world10k.com/blog/?p=1144,https://en.wikipedia.org/wiki/Tenggol_Island,https://zh.wikipedia.org/wiki/%E5%A4%A9%E9%B9%85%E5%B2%9B,https://loc.gov/resource/g7821rm.gct00058/?sp=13,26,40162,1136,4.8000,103.6833,,Point,Feature
椰子塘,Yēzitáng,Coconut Pond,恩加諾島,Enggano Island,,,,Indonesia,island,,,http://www.world10k.com/blog/?p=1382,https://en.wikipedia.org/wiki/Enggano_Island,,https://loc.gov/resource/g7821rm.gct00058/?sp=13,26,39891,3806,-5.4013,102.2451,,Point,Feature
東港,Dōnggǎng,East Harbor,,Air Saleh River,,,,Indonesia,water body,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA284,https://ceb.wikipedia.org/wiki/Air_Saleh_(suba_sa_Sumatera_Selatan),,https://loc.gov/resource/g7821rm.gct00058/?sp=13,26,39637,3107,-2.3794,105.1082,,Point,Feature
彭杭港 (彭亨港),Pénghánggǎng (Pénghēnggǎng),[transliteration],彭亨河,Sungei Pahang Estuary,,,,Malaysia,water body,,"4,5",http://www.world10k.com/blog/?p=12777,https://en.wikipedia.org/wiki/Kuala_Pahang,,https://loc.gov/resource/g7821rm.gct00058/?sp=13,26,39409,330,3.5333,103.4667,,Point,Feature
